order_id,customer_id,product_id,order_date,quantity,channel,price,amount
139,1305,68,23-09-2024,1,Mobile App,4161,4161
140,2543,315,27-10-2024,3,Mobile App,1098,3294
141,3713,467,16-05-2024,2,Web,2607,5214
142,3956,346,30-05-2022,1,Store,1429,1429
143,4530,263,24-05-2023,2,Web,1467,2934
144,4304,269,29-11-2023,3,Store,2360,7080
145,4229,131,06-01-2023,3,Web,4740,14220
146,1306,424,26-02-2024,1,Mobile App,509,509
147,4465,267,06-09-2024,2,Store,1195,2390
148,3175,208,23-02-2022,2,Store,2409,4818
149,3629,212,15-11-2022,3,Store,2603,7809
150,782,51,03-03-2024,2,Mobile App,1679,3358
151,567,471,25-01-2024,2,Store,3202,6404
152,4623,407,08-05-2022,2,Web,3668,7336
153,4133,288,12-07-2024,1,Store,736,736
154,4274,425,11-02-2023,3,Store,798,2394
155,639,42,04-05-2024,1,Mobile App,2081,2081
156,3701,247,29-11-2024,3,Web,3247,9741
157,4168,422,11-11-2024,1,Web,3882,3882
158,2400,195,09-08-2024,1,Web,391,391
159,2671,244,02-05-2022,1,Store,2915,2915
160,1173,200,07-05-2022,2,Store,1777,3554
161,1721,358,06-09-2024,3,Mobile App,1943,5829
162,105,121,04-10-2024,1,Mobile App,1736,1736
163,1683,488,11-12-2024,2,Store,1373,2746
164,4317,334,28-10-2022,1,Web,4479,4479
165,1850,328,04-04-2022,2,Web,4854,9708
166,863,203,17-08-2023,1,Store,3218,3218
167,3446,106,03-03-2022,3,Web,4127,12381
168,2566,250,22-03-2024,3,Web,381,1143
169,299,375,11-02-2024,1,Store,831,831
170,2909,426,24-02-2022,1,Mobile App,728,728
171,4138,427,22-07-2023,1,Store,3939,3939
172,771,289,29-03-2022,1,Mobile App,4926,4926
173,2540,79,19-07-2023,2,Web,1955,3910
174,1463,165,07-10-2022,3,Mobile App,4006,12018
175,3855,334,11-07-2023,2,Mobile App,4479,8958
176,3119,119,13-09-2024,3,Store,2145,6435
177,2133,474,09-04-2023,1,Web,3304,3304
178,1710,57,02-12-2024,3,Web,3795,11385
179,991,448,06-04-2022,1,Web,2488,2488
180,711,448,30-01-2023,1,Mobile App,2488,2488
181,4305,188,01-02-2022,2,Mobile App,1908,3816
182,39,52,14-06-2023,3,Store,1783,5349
183,1276,72,11-03-2022,2,Web,1465,2930
184,4858,241,26-05-2022,2,Web,2717,5434
185,1437,324,11-07-2023,2,Mobile App,2393,4786
186,2994,100,01-09-2022,2,Mobile App,2276,4552
187,1470,338,05-12-2022,3,Mobile App,4202,12606
188,2100,155,21-07-2024,3,Web,2568,7704
189,374,59,03-12-2024,2,Web,4177,8354
190,4252,275,30-11-2023,3,Store,3080,9240
191,4026,259,08-03-2022,1,Store,1222,1222
192,1114,201,24-04-2024,3,Web,1382,4146
193,2727,295,10-01-2024,2,Store,1248,2496
194,2399,322,17-02-2022,1,Mobile App,3671,3671
195,3235,329,20-06-2022,1,Store,1732,1732
196,1266,440,13-12-2023,1,Mobile App,4366,4366
197,3124,390,26-11-2024,1,Store,2074,2074
198,654,486,24-09-2024,1,Web,4594,4594
199,4159,284,20-11-2023,2,Mobile App,3317,6634
200,509,176,09-04-2023,2,Store,1669,3338
201,2340,98,29-12-2024,1,Web,2704,2704
202,3163,349,23-05-2024,2,Mobile App,617,1234
203,1688,432,04-04-2023,3,Mobile App,2869,8607
204,1389,451,29-07-2024,2,Web,488,976
205,2198,182,21-10-2022,3,Web,4340,13020
206,3912,382,06-04-2022,2,Mobile App,2110,4220
207,2929,272,13-09-2022,3,Web,2197,6591
208,4800,492,22-11-2023,3,Store,3453,10359
209,516,35,20-08-2023,1,Store,2768,2768
210,3659,331,30-04-2024,2,Mobile App,3157,6314
211,1834,363,03-12-2023,1,Mobile App,2853,2853
212,30,87,26-01-2024,3,Store,2867,8601
213,3215,158,03-05-2022,2,Web,1189,2378
214,326,432,21-03-2022,2,Web,2869,5738
215,3767,325,25-06-2024,1,Mobile App,2442,2442
216,4112,116,21-06-2023,2,Web,4438,8876
217,111,8,15-07-2023,2,Mobile App,3946,7892
218,107,107,11-06-2022,2,Web,4965,9930
219,2427,107,26-10-2022,3,Web,4965,14895
220,4379,114,10-01-2022,1,Web,4427,4427
221,4365,435,07-03-2022,3,Store,1367,4101
222,2532,10,30-12-2023,1,Mobile App,1900,1900
223,3145,284,22-11-2023,3,Web,3317,9951
224,4694,420,02-07-2023,3,Web,4412,13236
225,799,60,17-12-2022,3,Store,1281,3843
226,2438,266,28-07-2022,3,Store,3812,11436
227,2012,398,18-10-2022,1,Store,1545,1545
228,426,102,19-04-2022,2,Mobile App,2790,5580
229,3045,63,01-03-2024,1,Store,3252,3252
230,3289,485,09-05-2024,2,Store,1661,3322
231,2915,175,03-01-2024,1,Web,4101,4101
232,1240,197,17-03-2024,1,Web,1407,1407
233,3392,312,30-04-2023,1,Store,2721,2721
234,4214,390,29-08-2022,1,Web,2074,2074
235,3998,222,20-04-2023,3,Web,3127,9381
236,3007,403,12-09-2022,1,Store,4781,4781
237,3040,436,14-07-2022,1,Store,1806,1806
238,599,190,11-11-2022,2,Store,3967,7934
239,2088,128,28-06-2022,3,Store,484,1452
240,1185,433,09-06-2024,3,Store,2928,8784
241,2751,334,08-02-2024,1,Web,4479,4479
242,2585,395,08-01-2024,1,Mobile App,4755,4755
243,4760,46,13-09-2023,3,Web,3882,11646
244,3514,69,24-04-2022,3,Store,2891,8673
245,4746,301,04-09-2022,1,Mobile App,4030,4030
246,4055,351,02-10-2024,1,Mobile App,4801,4801
247,4384,364,14-11-2024,1,Mobile App,580,580
248,3937,58,19-09-2024,2,Web,3557,7114
249,1700,416,09-06-2024,3,Store,1601,4803
250,4508,216,06-01-2024,2,Web,3897,7794
251,2576,115,27-08-2022,3,Mobile App,3981,11943
252,136,10,24-06-2023,3,Web,1900,5700
253,2026,397,23-02-2024,3,Store,1950,5850
254,3536,367,15-07-2024,3,Web,1546,4638
255,4855,500,27-02-2023,3,Mobile App,4766,14298
256,2891,269,09-09-2023,1,Mobile App,2360,2360
257,2758,292,16-08-2023,2,Web,3801,7602
258,3774,86,30-05-2024,2,Store,2418,4836
259,381,384,09-09-2024,3,Store,3776,11328
260,1529,457,03-05-2024,2,Store,3203,6406
261,4902,378,13-03-2022,2,Web,4987,9974
262,4572,147,05-07-2022,1,Mobile App,2219,2219
263,3629,500,24-01-2022,3,Web,4766,14298
264,849,118,07-06-2023,1,Mobile App,1674,1674
265,4993,135,06-09-2023,2,Web,1586,3172
266,4128,15,31-05-2023,3,Mobile App,3032,9096
267,1928,337,30-05-2023,3,Store,2504,7512
268,2166,302,30-04-2023,3,Web,1703,5109
269,4287,206,31-08-2023,3,Store,3836,11508
270,2122,233,20-01-2022,3,Web,4242,12726
271,4719,304,21-05-2022,3,Store,1404,4212
272,2919,66,22-06-2022,1,Mobile App,3050,3050
273,4682,462,10-05-2022,1,Mobile App,2110,2110
274,473,4,07-04-2022,2,Mobile App,1890,3780
275,1788,3,27-09-2022,3,Mobile App,3353,10059
276,114,259,14-01-2022,3,Web,1222,3666
277,1337,203,17-03-2022,1,Mobile App,3218,3218
278,339,325,21-10-2022,2,Store,2442,4884
279,2286,240,07-03-2023,2,Store,529,1058
280,1197,93,14-01-2023,3,Web,2727,8181
281,79,284,20-07-2024,2,Web,3317,6634
282,4560,23,12-04-2023,2,Mobile App,1422,2844
283,2653,286,23-07-2023,3,Web,748,2244
284,4658,318,24-03-2024,3,Mobile App,2106,6318
285,4381,87,28-01-2024,3,Web,2867,8601
286,4319,51,14-04-2023,1,Mobile App,1679,1679
287,2641,297,23-10-2023,3,Store,1427,4281
288,1257,470,12-07-2024,2,Mobile App,919,1838
289,828,320,01-05-2022,1,Store,3560,3560
290,2719,43,23-08-2024,2,Store,638,1276
291,4924,204,05-02-2024,1,Web,1665,1665
292,2811,347,18-12-2024,3,Store,4204,12612
293,3386,58,01-06-2024,2,Mobile App,3557,7114
294,1966,59,19-10-2023,1,Web,4177,4177
295,2428,168,14-09-2023,2,Web,1074,2148
296,2842,174,17-06-2022,3,Mobile App,1704,5112
297,614,318,27-02-2023,1,Web,2106,2106
298,563,433,10-04-2022,2,Mobile App,2928,5856
299,4827,372,13-11-2023,1,Store,2965,2965
300,4353,207,02-09-2023,3,Web,4251,12753
301,185,111,29-05-2023,1,Store,4276,4276
302,2193,23,10-05-2023,1,Web,1422,1422
303,4066,428,23-11-2022,2,Mobile App,3451,6902
304,246,233,02-05-2024,1,Mobile App,4242,4242
305,4087,428,02-12-2023,3,Mobile App,3451,10353
306,2235,275,25-12-2022,2,Mobile App,3080,6160
307,866,172,12-05-2022,1,Web,4629,4629
308,2088,11,19-05-2023,3,Store,2356,7068
309,601,60,30-03-2022,3,Store,1281,3843
310,3034,422,07-11-2024,1,Web,3882,3882
311,2057,232,28-10-2023,1,Web,2034,2034
312,2132,235,03-11-2023,2,Store,1811,3622
313,533,3,06-05-2024,3,Store,3353,10059
314,2043,144,11-11-2023,3,Web,2810,8430
315,358,480,07-12-2024,3,Web,4339,13017
316,378,230,22-01-2022,1,Web,3549,3549
317,2220,9,09-11-2023,1,Web,3538,3538
318,4489,297,13-04-2024,1,Web,1427,1427
319,4798,294,27-04-2023,2,Store,4608,9216
320,3308,325,30-10-2022,3,Store,2442,7326
321,2597,193,01-03-2022,3,Mobile App,4371,13113
322,784,291,17-01-2024,1,Mobile App,1920,1920
323,2380,127,04-02-2024,2,Store,2143,4286
324,3604,419,24-11-2023,2,Store,4599,9198
325,983,460,19-04-2024,2,Mobile App,2677,5354
326,3943,484,25-03-2022,2,Mobile App,3607,7214
327,2591,469,03-06-2022,2,Mobile App,2644,5288
328,1043,48,05-04-2022,1,Web,3590,3590
329,2539,107,21-09-2023,1,Mobile App,4965,4965
330,862,264,05-01-2023,1,Web,4263,4263
331,1877,253,12-01-2024,3,Web,1516,4548
332,1836,27,25-11-2022,2,Mobile App,2176,4352
333,4209,9,06-02-2024,2,Store,3538,7076
334,3527,220,12-01-2022,3,Mobile App,1056,3168
335,1686,158,12-04-2023,2,Mobile App,1189,2378
336,3402,14,27-08-2023,2,Mobile App,3271,6542
337,1623,407,04-03-2022,2,Mobile App,3668,7336
338,4958,29,07-07-2022,2,Mobile App,479,958
339,2658,26,17-08-2024,2,Web,3409,6818
340,1933,214,14-01-2022,1,Mobile App,2197,2197
341,508,143,22-01-2022,2,Store,2778,5556
342,4562,115,20-02-2022,1,Store,3981,3981
343,3479,329,05-03-2024,1,Web,1732,1732
344,2657,218,01-01-2022,1,Web,914,914
345,1122,81,16-11-2024,1,Mobile App,345,345
346,290,201,22-12-2022,3,Mobile App,1382,4146
347,2830,67,28-10-2022,1,Web,2426,2426
348,2210,249,23-06-2024,3,Store,4171,12513
349,4813,144,26-11-2022,3,Mobile App,2810,8430
350,1401,141,24-07-2022,1,Store,2923,2923
351,567,346,07-11-2024,2,Web,1429,2858
352,1474,465,27-09-2024,2,Store,4564,9128
353,1988,96,23-06-2024,1,Store,2609,2609
354,3788,408,10-03-2022,1,Store,688,688
355,3866,118,04-11-2024,3,Mobile App,1674,5022
356,3261,318,20-01-2022,3,Web,2106,6318
357,3548,185,30-10-2022,2,Mobile App,308,616
358,3252,292,18-09-2023,3,Store,3801,11403
359,1717,444,21-02-2022,3,Mobile App,471,1413
360,1013,245,27-06-2022,1,Mobile App,1913,1913
361,1311,470,08-10-2022,3,Mobile App,919,2757
362,4571,380,01-01-2022,3,Web,1873,5619
363,618,201,26-04-2023,3,Web,1382,4146
364,4737,278,18-10-2024,2,Store,4754,9508
365,4258,361,10-02-2022,1,Mobile App,2655,2655
366,1983,370,07-01-2022,2,Store,491,982
367,2229,110,03-05-2024,1,Mobile App,797,797
368,4821,212,15-09-2023,1,Store,2603,2603
369,469,259,20-02-2024,3,Web,1222,3666
370,4117,164,10-10-2024,2,Store,1490,2980
371,4356,97,24-08-2022,2,Web,4975,9950
372,1140,210,11-07-2024,3,Mobile App,1752,5256
373,1437,36,11-10-2023,2,Mobile App,3687,7374
374,537,266,03-05-2022,1,Mobile App,3812,3812
375,952,100,14-03-2022,1,Store,2276,2276
376,2814,21,29-09-2023,1,Store,384,384
377,3007,217,05-07-2022,3,Store,1627,4881
378,3995,433,27-05-2022,2,Web,2928,5856
379,1841,104,28-08-2022,1,Mobile App,4103,4103
380,851,371,07-06-2022,3,Mobile App,3135,9405
381,1972,393,02-03-2023,1,Web,1139,1139
382,1192,112,17-05-2023,1,Web,1004,1004
383,3921,219,14-03-2024,2,Mobile App,544,1088
384,4629,120,12-08-2023,3,Mobile App,4954,14862
385,2063,249,18-01-2022,1,Web,4171,4171
386,3047,335,29-07-2022,1,Web,4454,4454
387,4400,436,21-11-2022,3,Mobile App,1806,5418
388,3559,96,09-04-2024,3,Mobile App,2609,7827
389,4512,432,29-12-2023,2,Web,2869,5738
390,305,188,25-05-2024,1,Mobile App,1908,1908
391,4909,364,18-12-2024,2,Web,580,1160
392,2848,375,22-11-2024,1,Mobile App,831,831
393,2436,434,01-06-2022,2,Store,2176,4352
394,2805,423,16-06-2023,1,Store,1316,1316
395,1985,144,28-02-2022,3,Mobile App,2810,8430
396,3937,28,07-06-2022,2,Web,2919,5838
397,713,499,14-08-2023,3,Store,2574,7722
398,2896,6,31-10-2022,1,Web,1861,1861
399,1682,317,23-11-2024,3,Store,910,2730
400,1334,262,13-05-2022,2,Store,2930,5860
401,3199,230,01-05-2024,2,Store,3549,7098
402,175,122,18-03-2023,3,Mobile App,3390,10170
403,3206,495,30-10-2024,1,Mobile App,959,959
404,1417,194,07-03-2024,2,Web,3122,6244
405,1988,105,31-08-2024,1,Mobile App,4681,4681
406,4854,424,31-03-2024,2,Web,509,1018
407,1773,199,12-06-2022,1,Store,2643,2643
408,4267,475,17-10-2023,1,Mobile App,4214,4214
409,1075,62,27-10-2022,3,Store,2388,7164
410,4761,284,24-04-2024,1,Web,3317,3317
411,592,80,23-09-2024,2,Mobile App,2055,4110
412,2979,175,21-11-2024,3,Mobile App,4101,12303
413,3983,9,29-11-2024,2,Store,3538,7076
414,2411,180,19-02-2024,3,Mobile App,3117,9351
415,848,271,28-12-2022,3,Web,2687,8061
416,494,162,21-03-2022,1,Mobile App,1318,1318
417,546,276,09-08-2024,1,Store,1427,1427
418,5000,206,05-04-2022,2,Web,3836,7672
419,2287,60,15-11-2023,2,Mobile App,1281,2562
420,2698,186,28-06-2023,1,Store,897,897
421,3838,75,08-10-2024,2,Store,2483,4966
422,1541,94,13-09-2022,2,Store,2066,4132
423,884,67,01-10-2023,1,Store,2426,2426
424,3957,2,24-10-2022,3,Store,4116,12348
425,3095,178,14-07-2024,1,Web,2592,2592
426,2366,142,03-10-2024,2,Store,1497,2994
427,3348,440,01-09-2023,3,Store,4366,13098
428,3072,477,25-10-2024,1,Mobile App,3702,3702
429,3676,453,20-04-2024,3,Web,457,1371
430,4716,44,07-06-2023,2,Store,1816,3632
431,953,174,31-07-2022,3,Mobile App,1704,5112
432,3301,390,24-12-2024,2,Web,2074,4148
433,3736,392,25-08-2024,1,Web,735,735
434,3180,295,19-09-2024,3,Store,1248,3744
435,2964,231,07-07-2023,3,Web,2092,6276
436,4028,236,23-05-2022,3,Mobile App,4381,13143
437,3248,93,04-05-2024,2,Web,2727,5454
438,4416,487,14-09-2024,1,Store,2087,2087
439,3358,44,03-09-2023,1,Store,1816,1816
440,4972,27,06-11-2022,2,Mobile App,2176,4352
441,4849,272,01-04-2024,3,Web,2197,6591
442,2705,475,22-05-2023,2,Mobile App,4214,8428
443,1038,39,07-12-2024,2,Web,1216,2432
444,71,488,16-07-2023,1,Web,1373,1373
445,2875,385,23-10-2023,2,Web,4794,9588
446,106,493,09-11-2024,3,Web,4426,13278
447,770,435,11-06-2024,2,Store,1367,2734
448,2010,447,14-01-2024,2,Store,2159,4318
449,2941,289,30-04-2023,2,Mobile App,4926,9852
450,2193,248,05-04-2023,3,Web,2074,6222
451,3496,50,03-08-2022,2,Mobile App,1746,3492
452,4312,359,12-04-2024,1,Mobile App,1134,1134
453,4356,438,04-10-2023,2,Store,1967,3934
454,934,283,29-05-2024,2,Mobile App,4597,9194
455,575,209,04-08-2023,1,Mobile App,1075,1075
456,3931,124,08-04-2024,1,Mobile App,2228,2228
457,4381,463,01-10-2024,1,Web,4286,4286
458,4088,342,21-02-2023,1,Web,979,979
459,2532,249,06-07-2022,1,Mobile App,4171,4171
460,2420,403,10-11-2023,1,Mobile App,4781,4781
461,70,284,13-12-2022,3,Web,3317,9951
462,4475,151,11-06-2022,2,Web,993,1986
463,1303,64,01-06-2022,3,Mobile App,1311,3933
464,3815,484,07-06-2024,3,Mobile App,3607,10821
465,2350,241,19-08-2022,1,Web,2717,2717
466,255,167,10-09-2022,2,Web,2596,5192
467,1708,240,10-02-2023,3,Web,529,1587
468,4788,49,14-04-2024,2,Web,4870,9740
469,834,187,02-11-2022,2,Mobile App,4418,8836
470,2765,148,07-09-2023,1,Web,2591,2591
471,2472,189,29-10-2022,2,Web,3331,6662
472,3743,111,29-06-2024,3,Web,4276,12828
473,2036,384,11-02-2022,3,Store,3776,11328
474,1968,265,28-05-2022,1,Store,3741,3741
475,100,279,07-01-2022,3,Web,1472,4416
476,1853,237,27-05-2023,1,Mobile App,4826,4826
477,3184,391,28-01-2022,3,Web,1721,5163
478,2356,159,23-01-2023,3,Web,1089,3267
479,112,60,03-11-2024,1,Web,1281,1281
480,3159,499,19-04-2023,2,Web,2574,5148
481,183,317,06-07-2022,1,Store,910,910
482,3853,75,26-09-2024,2,Web,2483,4966
483,165,488,11-05-2023,2,Web,1373,2746
484,2138,465,22-03-2024,1,Store,4564,4564
485,2024,228,30-09-2024,1,Web,773,773
486,455,154,10-05-2022,1,Mobile App,3692,3692
487,2286,356,03-03-2023,2,Store,978,1956
488,4823,466,28-03-2022,2,Web,3330,6660
489,542,310,10-12-2022,2,Mobile App,2084,4168
490,2666,287,28-11-2022,2,Web,1093,2186
491,2450,241,07-11-2023,1,Web,2717,2717
492,4938,227,01-08-2023,1,Mobile App,4911,4911
493,3934,169,02-12-2023,2,Mobile App,3111,6222
494,2887,284,05-02-2022,3,Mobile App,3317,9951
495,4615,346,06-09-2023,1,Web,1429,1429
496,4293,262,01-04-2023,3,Mobile App,2930,8790
497,3905,290,09-07-2022,3,Mobile App,4960,14880
498,1689,348,13-10-2022,3,Web,3493,10479
499,1638,364,24-07-2022,2,Web,580,1160
500,4729,495,17-09-2023,1,Web,959,959
501,4671,9,27-10-2023,3,Web,3538,10614
502,4083,349,07-05-2023,2,Store,617,1234
503,1891,98,31-08-2022,1,Web,2704,2704
504,3206,12,22-02-2022,2,Mobile App,4631,9262
505,478,272,22-11-2022,1,Mobile App,2197,2197
506,2367,71,04-02-2024,1,Web,2821,2821
507,2527,415,02-12-2024,2,Mobile App,1598,3196
508,367,417,08-10-2024,3,Mobile App,973,2919
509,1837,135,21-03-2022,1,Store,1586,1586
510,1716,259,27-10-2022,1,Store,1222,1222
511,13,404,18-06-2022,3,Web,1626,4878
512,536,5,06-01-2024,1,Store,2531,2531
513,3240,451,07-04-2024,3,Mobile App,488,1464
514,2318,239,23-03-2024,1,Web,3860,3860
515,4043,294,17-11-2022,3,Web,4608,13824
516,376,335,19-12-2024,1,Mobile App,4454,4454
517,1725,99,08-08-2024,1,Mobile App,1742,1742
518,257,440,19-09-2022,1,Mobile App,4366,4366
519,2265,151,30-11-2023,3,Mobile App,993,2979
520,450,481,26-06-2022,1,Store,1604,1604
521,894,258,22-01-2023,2,Mobile App,744,1488
522,3213,356,18-08-2022,2,Web,978,1956
523,1185,149,19-07-2022,2,Store,3620,7240
524,3224,462,12-01-2024,1,Web,2110,2110
525,1309,142,09-04-2024,3,Mobile App,1497,4491
526,4706,251,17-01-2023,3,Mobile App,1145,3435
527,917,446,14-01-2023,1,Web,1443,1443
528,148,234,31-03-2022,2,Web,1244,2488
529,4752,395,30-03-2024,3,Mobile App,4755,14265
530,2115,132,08-05-2024,1,Store,2425,2425
531,4017,47,26-02-2022,3,Mobile App,1214,3642
532,3941,372,01-03-2022,2,Store,2965,5930
533,4072,94,13-12-2023,2,Mobile App,2066,4132
534,2796,249,25-01-2023,3,Store,4171,12513
535,443,356,25-10-2022,1,Mobile App,978,978
536,2945,20,16-02-2023,1,Web,3567,3567
537,3937,180,13-04-2024,3,Web,3117,9351
538,399,272,15-04-2024,2,Mobile App,2197,4394
539,1152,482,03-01-2022,1,Mobile App,4393,4393
540,3793,429,08-06-2024,3,Store,2405,7215
541,2996,136,17-11-2023,3,Store,1829,5487
542,2217,237,30-05-2023,2,Mobile App,4826,9652
